Pink Gold Peach - Golf: 09d1040102c10e02|100039
Pink Gold Peach - Horse Racing: 09d1050102c20e02|100212
Pink Gold Peach - Soccer: 09d1010102be0e02|99512
Pink Gold Peach - Tennis: 09d1030102c00e02|99864
Pink Yarn Yoshi: 0003010200420302|3970
Pinky: 0215000101820502|28362
Piper: 0232000102ea0502|30682
Pippy: 049a0001014e0502|69120
Piranha Plant: 00240000038d0002|8223
Pit: 0740000000100002|80506
Plague Knight: 35c10000036c0a02|123277
Plucky: 02a3000102ff0502|38341
Pokemon Trainer: 1d40000003870002|106419
Pompom: 030c000101b80502|44527
Poncho: 027f000100b90502|35735
Poochy: 00800102035d0302|8518
Poplin & Prince Florian: 0025010004c30102|8369
Poppy: 04ec000100770502|75346
Porter: 0195000100b00502|21804
Portia: 02ef000100580502|42458
Prince: 0344000100c50502|48941
Puck: 04650001006e0502|65499
Puddles: 033e000101a20502|48287
Pudge: 0280000100830502|35867
Punchy: 0263000100750502|33407
Purrl: 0264000101ac0502|33539
Pyra: 22410000041e0002|110084
Qbby: 1f400000035e1002|108188
Queenie: 0436000101940502|62250
Quillson: 03180001006c0502|45963
Quinn: 0a18000103cf0502|103540
Qurupeco and Dan: 3504010002e60f02|120810
R.O.B. - Famicom: 07810000002e0002|81049
R.O.B. - NES: 0781000000330002|81196
Raddle: 0347000103020502|49209
Rasher: 047a000100600502|66658
Rashid [Street Fighter 6]: 34d2000104bd1d02|117525
Rashid [Street Fighter 6]: 34d2000104dd1d02|117657
Ratha: 350c000004fa0f02|122182
Ratha V: 350d000004fb0f02|122312
Rathian and Cheval: 3502010002e40f02|120557
Raymond: 0a0f000103c60502|102346
Razewing Ratha: 35050000040c0f02|120936
Redd: 01a80001004f0502|24683
Redd - Shirt: 01a80101017e0502|24811
Reese [Animal Crossing]: 018a000002450502|18444
Reese [Animal Crossing]: 018a000100a90502|18576
Reneigh: 0a10000103c70502|102480
Renée: 04ba0001005d0502|71705
Resetti [Animal Crossing]: 018e000002490502|19633
Resetti [Animal Crossing]: 018e000100490502|19769
Resetti - Without Hat: 018e010101780502|19903
Revali: 01080000035b0902|12457
Rex: 03e8000102f50502|58245
Rhonda: 04b3000100dd0502|71173
Ribbot: 0339000101b10502|47631
Richter: 37c10000038c0002|124609
Ricky: 04e7000101320502|74828
Ridley: 05c20000037f0002|79334
Riju: 0109000004a30902|12595
Rilla: 0374010103190502|51910
Rio: 0a1c000103d30502|104057
Rizzo: 0415000101bb0502|60804
Roa Kirishima: 3844000104281902|125863
Roald: 0460000100a50502|64851
Robin [Animal Crossing]: 022e000101d30502|30165
Robin [Super Smash Bros.]: 21030000002a0002|108672
Rocco: 0390000101850502|53069
Rocket: 03720001010b0502|51650
Rod: 0411000101ab0502|60554
Rodeo: 024b000101260502|31846
Rodney: 0381000100d50502|52409
Rolf: 04fa000101680502|75874
Romin Kirishima: 3843000104271902|125743
Rooney: 03da000101510502|57725
Rory: 03ed000101a30502|58627
Rosalina: 0004000002620102|4399
Rosalina & Luma: 0004010000130002|4535
Rosalina - Baseball: 09cf020102b50e02|98021
Rosalina - Golf: 09cf040102b70e02|98345
Rosalina - Horse Racing: 09cf050102b80e02|98504
Rosalina - Soccer: 09cf010102b40e02|97860
Rosalina - Tennis: 09cf030102b60e02|98184
Rosalina and Lumas: 0004010004ea0102|4678
Roscoe: 03a8000100910502|54496
Rosie: 025f000101c50502|32745
Rosie - Amiibo Festival: 025f000101d70502|32869
Roswell: 0a1f000103d60502|104444
Rover [Animal Crossing]: 018d0000024c0502|19371
Rover [Animal Crossing]: 018d0001010c0502|19503
Rowan: 04fb000101c60502|76002
Roy: 2104000002520002|108802
Ruby: 049d000100ed0502|69514
Rudy [Animal Crossing]: 02710001019b0502|35226
Rudy [Monster Hunter]: 350e000004fc0f02|122446
Ryu [Super Smash Bros.]: 34c0000002530002|112165
Ryu [Street Fighter 6]: 34c0000104a81d02|112294
Ryu [Street Fighter 6]: 34c0000104cb1d02|112420
Sable [Animal Crossing]: 0187000100470502|17530
Sable [Animal Crossing]: 0187000103b00502|17660
Sagat [Street Fighter 6]: 34d9000104e41d02|119085
Sagat [Street Fighter 6]: 34d9000104ed1d02|119215
Saharah [Animal Crossing]: 01a6000100500502|24281
Saharah [Animal Crossing]: 01a6000103b70502|24415
Sally: 04e4000101b60502|74450
Samson: 04100001007f0502|60422
Samus [Super Smash Bros.]: 05c0000000060002|78457
Samus [Metroid]: 05c00000043b1302|78962
Samus & Vi-O-La: 05c00000043a1302|78836
Samus - Metroid Dread: 05c0000004121302|78704
Samus Aran: 05c0000003651302|78583
Sandy: 0438000103000502|62510
Sasha: 0a11000103c80502|102614
Savannah: 03a6000100c80502|54236
Scoot: 0311000100d60502|45179
Sephiroth: 3601000004210002|123960
Shadow Mewtwo: 1d000001025c0d02|106149
Shari: 04000001006f0502|59645
Sheik: 0101010000170002|11307
Sheldon: 04ed000100620502|75476
Shep: 02fc0001018f0502|43766
Sherb: 0a09000103c00502|101577
Shino: 0a14000103cb0502|103010
Shiver: 0807000004330402|85124
Shiver - Splatoon Raiders: 0807000004f70402|85244
Shovel Knight: 35c0000002500a02|122986
Shovel Knight - Gold Edition: 35c0000003920a02|123130
Shrunk: 01b1000100b20502|25975
Shrunk - Loud Jacket: 01b10101017b0502|26107
Shulk: 22400000002b0002|109956
Sidon: 010a000004a40902|12729
Simon [Animal Crossing]: 03fb000101cf0502|59009
Simon [Super Smash Bros.]: 37c00000038b0002|124479
Skye: 0514000101530502|77826
Sly: 02c9000100cd0502|39888
Smallfry: 08060100041c0402|85000
Snake [Animal Crossing]: 04970001007a0502|68730
Snake [Super Smash Bros.]: 37800000038a0002|124344
Snooty: 0206000103120502|27843
Solaire of Astora: 3380000003781402|111524
Soleil: 03820001016b0502|52541
Sonic: 3200000000300002|110989
Sora: 3f000000042e0002|127499
Sparro: 023f000101660502|31591
Specter Knight: 35c20000036d0a02|123409
Spike: 04b40001030c0502|71305
Spork/Crackle: 047d0001012e0502|67040
Sprinkle: 046d000100f30502|66256
Sprocket: 0439000103110502|62640
Squirtle: 1907000003840002|105099
Static: 04e5000101ad0502|74574
Stella: 04c8000102ed0502|72232
Sterling: 0452000100730502|64334
Steve: 3dc0000004220002|127246
Stinky: 026a000101460502|34319
Stitches: 0282000101810502|36125
Stitches - Amiibo Festival: 0282000101d60502|36255
Stu: 024d000102f60502|31976
Super Mario Cereal: 3740000103741402|124229
Sydney: 03bf000101bc0502|56166
Sylux: 05c50000043c1302|79720
Sylvana: 04eb000102f00502|75212
Sylvia: 03d7000101b40502|57477
T-Bone: 024f000100810502|32102
Tabby: 02690001011f0502|34189
Tad: 03410001030e0502|48551
Tammi: 03fc000101470502|59133
Tammy: 028e0001019e0502|37454
Tangy: 0262000101370502|33277
Tank: 04b2000101b90502|71051
Tasha: 04ea000103180502|75082
Tatsuhisa “Luke” Kamijō: 3841000104251902|125477
Teddy: 0214000100e40502|28232
Terry [Street Fighter 6]: 3c80000104e81d02|126736
Terry [Street Fighter 6]: 3c80000104f11d02|126869
Terry Bogard: 3c80000003a40002|126593
Tex: 046b000101970502|66010
Tia: 032d000100bc0502|47261
Tiansheng: 0a13000103ca0502|102872
Tiffany: 049b000100610502|69250
Tiki: 2109000003701202|109702
Timbra: 04cf000100e10502|72894
Timmy: 01850001004b0502|16855
Timmy & Tommy [Animal Crossing]: 01840000024d0502|16561
Timmy & Tommy [Animal Crossing]: 0184050103a90502|16709
Timmy - Full Apron: 0185020101170502|16985
Timmy - Suit: 0185040101790502|17128
Tipper: 02b2000100c40502|38987
Toad: 000a000000380102|6891
Toad - Power Up Band: 000a000303a0ff02|7019
Toby: 04a80101031e0502|70935
Tom: 026c000100c30502|34581
Tom Nook [Animal Crossing]: 0183000002420502|15863
Tom Nook [Animal Crossing]: 0183000100450502|16001
Tom Nook [Animal Crossing]: 0183020103a80502|16282
Tom Nook - Coat: 0183030103be0502|16418
Tom Nook - Jacket: 01830101010e0502|16137
Tommy - Suit: 0186030101750502|17399
Tommy - Uniform: 0186010100af0502|17259
Toon Link: 0100010000160002|10419
Toon Link - The Wind Waker: 0100010003500902|10560
Toon Zelda - The Wind Waker: 0101000003520902|10854
Tortimer: 01b0000100520502|25839
Truffles: 0479000100920502|66522
Tsukino: 35070000040e0f02|121210
Tucker: 032c000101480502|47129
Tulin: 010b000004a50902|12865
Turbo Charge Donkey Kong: 0008ff00023b0702|6330
Tutu: 021b000100800502|28998
Twiggy: 0230000101d20502|30422
Tybalt: 04fc000102ee0502|76126
Urbosa: 0106000003590902|12183
Ursala: 021c000102f70502|29126
Velma: 035c000101290502|50370
Vesta: 04c5000101010502|71837
Vic: 0252000100fe0502|32364
Victoria: 03a50001015b0502|54100
Villager: 0180000000080002|13584
Violet: 03700001015d0502|51395
Vivian: 0513000102e70502|77694
Vladimir: 0283000100c70502|36409
Waddle Dee: 1f03000002570c02|107758
Wade: 0468000102f20502|65627
Walker: 02f0000100a70502|42590
Walt: 03d9000101a50502|57603
Waluigi: 0014000002670102|7688
Waluigi - Baseball: 09c6020102880e02|90740
Waluigi - Golf: 09c60401028a0e02|91060
Waluigi - Horse Racing: 09c60501028b0e02|91217
Waluigi - Soccer: 09c6010102870e02|90581
Waluigi - Tennis: 09c6030102890e02|90901
Wardell: 0a08000103bd0502|101443
Wario [Super Smash Bros.]: 00070000001a0002|5499
Wario [Super Mario Bros.]: 0007000002630102|5629
Wario - Baseball: 09c5020102830e02|89955
Wario - Golf: 09c5040102850e02|90267
Wario - Horse Racing: 09c5050102860e02|90420
Wario - Soccer: 09c5010102820e02|89800
Wario - Tennis: 09c5030102840e02|90112
Wart Jr.: 033d0001013a0502|48151
Weber: 0312000103090502|45309
Wendell: 01a7000101140502|24549
Wendy: 04ce000100db0502|72764
Whitney: 050e000100d70502|77178
Wii Fit Trainer: 0700000000070002|80360
Wilbur: 0a01000103ac0502|100527
Willow: 04cc000100a40502|72500
Winnie: 03a9000100710502|54628
Wisp: 0a06000103ba0502|101187
Wolf: 05840000037e0002|78332
Wolfgang: 050d000101420502|77042
Yabe: 3802000103951702|124953
Yoshi [Super Smash Bros.]: 0003000000020002|3298
Yoshi [Super Mario Bros.]: 0003000000370102|3428
Yoshi - Baseball: 09c40201027e0e02|89174
Yoshi - Golf: 09c4040102800e02|89486
Yoshi - Horse Racing: 09c4050102810e02|89639
Yoshi - My Mario Wooden Blocks: 0003000404421c02|3687
Yoshi - Power Up Band: 00030003039fff02|3558
Yoshi - Soccer: 09c40101027d0e02|89019
Yoshi - Tennis: 09c40301027f0e02|89331
Young Link: 01000000037c0002|9967
Yuga Ohdo: 3840000104241902|125369
Yuka: 03bc0001008a0502|55785
Yunobo: 010c000004a60902|13001
Zangief [Street Fighter 6]: 34cf000104ba1d02|116741
Zangief [Street Fighter 6]: 34cf000104da1d02|116875
Zelda [Super Smash Bros.]: 01010000000e0002|10716
Zelda [Legend Of Zelda]: 0101000003560902|11012
Zelda - Tears of the Kingdom: 0101000004190902|11148
Zelda and Loftwing: 0101030004140902|11445
Zell: 02d8000100e20502|40523
Zero Suit Samus: 05c00100001d0002|79078
Zipper: 01ac0001017f0502|25317
Zoe: 0a1a000103d10502|103806
Zucker: 042b000101af0502|62124
